file,sheet,codice_rispondente,col_index,domanda,risposta,etichette
Inseganti-futuri.xlsx,Risposte del modulo 1,rini29,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Non insegno sono tirocinante e nella scuola dove sto non ho visto insegnati utilizzarla,
Inseganti-futuri.xlsx,Risposte del modulo 1,ardi11,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Non la conosco,
Inseganti-futuri.xlsx,Risposte del modulo 1,ardi11,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,"Non la conosco, in quanto non ho avuto esperienza di utilizzarla in ambito didattico",
Inseganti-futuri.xlsx,Risposte del modulo 1,ardi11,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","I pro: facilitare la produzione di ricerche, di studio. Contro: eliminare alcune funzioni della mente umana come il ragionamento",
Inseganti-futuri.xlsx,Risposte del modulo 1,ardi11,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Non le uso nell'insegnamento,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iali12,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Non ho modo di utilizzarla al momento,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iali12,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iali12,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",I contro sicuramente l’utilizzo sbagliato che porta i ragazzi a pensare di far svolgere un lavoro dall’IA al posto loro e quindi fare un copia-incolla non verificando poi la veridicità delle informazioni. I pro un grande aiuto a livello di tempo.,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iali12,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Attività cognitive,
Inseganti-futuri.xlsx,Risposte del modulo 1,lisi21,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Per ora non ne sento la necessità ne l utilità nel mio ambito professionale e di vita quotidiana,
Inseganti-futuri.xlsx,Risposte del modulo 1,lisi21,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Perché non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,lisi21,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",I pro sono che potrebbe facilitare l apprendimento e offrire nuove possibilità agli studenti contro cyberbullismo e violazione della privacy,
Inseganti-futuri.xlsx,Risposte del modulo 1,lisi21,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Non insegnando non so quali pratiche potrebbero non essere usate e non raccomandate nell insegnamento,
Inseganti-futuri.xlsx,Risposte del modulo 1,Deni17,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Inseganti-futuri.xlsx,Risposte del modulo 1,Deni17,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,"Perché non insegno. Utilizzo questo strumento spesso per integrare, approfondire lo studio individuale",
Inseganti-futuri.xlsx,Risposte del modulo 1,Deni17,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Pro perché aiuta moltissimo, ma è fondamentale la verifica delle info e la mediazione dei docenti",
Inseganti-futuri.xlsx,Risposte del modulo 1,Deni17,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","Nella valutazione la trovo deviante e non dovrebbe mai essere usata senza interpretazione o mediazione, verifica",
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-'.,
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,2,Quali sono i tuoi strumenti preferiti e perché?,"Chat gpt anche se non è completa, ma utilizzi perché è la più famosa e pratica, almeno tra quelle di mia conoscenza",
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Al momento in nessun mdodo,
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Al momento in nessun modo,
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.","Scrivi la descrizione di un laboratorio per bambini da 0-3 anni dedicato alla risorse alimentari in ottica di condivisione con le altre specie animali. Specifica quali competenze vengono acquisite in questo laboratorio, le abilità coinvolte (e che si incrementano) e le emozioni coinvolte",
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,"Per loro è uno strumento pratico e veloce, ""alla portata di tutti"", che si sostituisce loro nello svolgimento di ricerche, creazione di Contenuti ecc ecc",
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,Non l'ho utilizzata per tale scopo,
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,La poca accuratezza di alcune risposte,
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Pro:

Velocità di ricerca e ottenimento delle informazione 
Impoverimento intellettuale",
Inseganti-futuri.xlsx,Risposte del modulo 1,anzi18,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","Non lo so,la poca conoscenza non mi permette di avere un'idea chiara",
Inseganti-futuri.xlsx,Risposte del modulo 1,ELLI26,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",“-“,
Inseganti-futuri.xlsx,Risposte del modulo 1,ELLI26,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Al momento non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,ELLI26,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","I pro sono: risparmio di tempo, facilitare l’accesso alle informazioni  può rendere meglio accessibile l’istruzione degli studenti disabili 
I contro sono: Affidarsi eccessivamente all’intelligenza artificiale nel campo della formazione potrebbe portare a una riduzione delle interazioni tra studenti e insegnanti e a una minore opportunità di apprendimento pratico;",
Inseganti-futuri.xlsx,Risposte del modulo 1,ELLI26,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Secondo me l’utilizzo  competente dell'Intelligenza Artificiale è una risorsa strategica per i docenti e i formatori per migliorare la qualità dell'insegnamento e favorire lo sviluppo delle competenze degli studenti.,
Inseganti-futuri.xlsx,Risposte del modulo 1,iano11,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",Non sono molto informata sul suo utilizzo,
Inseganti-futuri.xlsx,Risposte del modulo 1,iano11,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Al momento non sto insegnando,
Inseganti-futuri.xlsx,Risposte del modulo 1,iano11,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Sicuramente riduce i tempi per portare a termine un lavoro, ma purtroppo il suo utilizzo disabitua i ragazzi ad impegnarsi e ad utilizzare alcune capacità cognizione",
Inseganti-futuri.xlsx,Risposte del modulo 1,iano11,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","La produzione di un testo o di un progetto, la sintesi di un testo",
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",La utilizzo,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,2,Quali sono i tuoi strumenti preferiti e perché?,"I quiz alla lim, perché mi accorgo se i miei studenti hanno fatto progressi.",
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Attraverso le mappe concettuali,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Attraverso le mappe concettuali,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",I colori,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,Le mappe,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,I quiz,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",I ragazzi partecipano tutti alla lezione i contro nessuno.,
Inseganti-futuri.xlsx,Risposte del modulo 1,00004M,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iosa01,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",No,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iosa01,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iosa01,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Non lo sapevo,
Inseganti-futuri.xlsx,Risposte del modulo 1,Iosa01,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Si,
Inseganti-futuri.xlsx,Risposte del modulo 1,dema16,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",La conosco molto poco,
Inseganti-futuri.xlsx,Risposte del modulo 1,dema16,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,Conosco molto poco le applicazioni dell'IA per la didattica,
Inseganti-futuri.xlsx,Risposte del modulo 1,dema16,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?","Sicuramente L'IA darebbe accesso ad una mole di informazioni e di applicazione e comunicazione di esse notevolmente più ampie. Semplificherebbe il lavoro di ricerca, lasciando più tempo alla messa in pratica della messa in pratica dell'attività educativa.
Di contro , credo possa livellare troppo il processo educativo.",
Inseganti-futuri.xlsx,Risposte del modulo 1,dema16,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","Non raccomanderei di valutare e auto-valutare grazie all'IA, perché  non credo sia possibile estromettere da questo ambito il dato prettamente umano",
Inseganti-futuri.xlsx,Risposte del modulo 1,ioli21,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","Non ho mai pensato di farlo, senza un particolare motivo",
Inseganti-futuri.xlsx,Risposte del modulo 1,ioli21,9,Puoi spiegare in maniera più dettagliata perché non utilizzi l'IA nella didattica?,"Perchè non mi è capitato di sfruttarla, ma pensamdoci bene perchè non avrei neanche le competenze necessarie per farlo.",
Inseganti-futuri.xlsx,Risposte del modulo 1,ioli21,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Non ho un'esperienza. Tra i pro si potrebbe considerare la possibilità di avere spunti di idee; tra i contro il rischio di un utilizzo inappropriato che azzera la possibilità di sviluppo,
Inseganti-futuri.xlsx,Risposte del modulo 1,ioli21,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?","Non lo so, ma forse non bisognerebbe sostituire le competenze umane con le competenze ""artificiali"".",
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,2,Quali sono i tuoi strumenti preferiti e perché?,C.ai,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Tramite c.ai intervistamo degli autori per poi produrre power point,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Stessa risposta di prima,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",C.ai,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,Ha aumentato la loro curiosità,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,Rendendo la didattica attiva,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Finora nessuno,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Dipende se sei tu a trascinare l'IA oppure il contrario,
Inseganti-futuri.xlsx,Risposte del modulo 1,Aria13,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Per produrre testi,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","""-""",
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,2,Quali sono i tuoi strumenti preferiti e perché?,Chatgpt,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Utilizzando parole chiave,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Utilizzando parole chiave,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",Parola chiavr,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,Non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,Non insegno,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",È piu facile fare ricerche,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ilio18,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)","""-""",
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,2,Quali sono i tuoi strumenti preferiti e perché?,chatgpt,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Rendere il lavoro proposto agli studenti più accattivanti,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Mettendo parole chiave che riguardano interessi degli studenti,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",Crea attività con tema cucina integrandole a tema musicale,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,Sono più motivati,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,Creando attività personalizzate,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Può sostituire il lavoro cognitivo che veniva fatto prima senza intelligenza artificiale,
Inseganti-futuri.xlsx,Risposte del modulo 1,Manci11,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Creare temi,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,2,Quali sono i tuoi strumenti preferiti e perché?,Chatgpt per la velocità e dettaglio,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Per darmi spunti di riflessione,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Per darmi spunti,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",Rielabora in modo semplice questo testo,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,Non lo ha migliorato,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,Gli facilita la ricerca,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",Pro velocità di elaborazione informazioni contro omologazione,
Inseganti-futuri.xlsx,Risposte del modulo 1,Ino18,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Copiare,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,2,Quali sono i tuoi strumenti preferiti e perché?,chat gpt è autentico,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",chiedo le opinioni,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",chiedo le opinioni,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",riassunto testo,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,parole chiave specificate,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,sono piu coinvolti,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,nessuna,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",pregi: sintesi difetti: poco uso del cervello,
Inseganti-futuri.xlsx,Risposte del modulo 1,usso06,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",non lo so,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,1,"Se no, puoi spiegare perché non la utilizzi? (Se la utilizzi,  inserisci ""-"".)",-,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,2,Quali sono i tuoi strumenti preferiti e perché?,Chatcpt perché crea anche delle mappe utili,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,3,"In che modo utilizzi l’intelligenza artificiale per individualizzare l’insegnamento?
(Nota: l’individualizzazione si riferisce alle strategie didattiche che mirano ad assicurare a tutti gli studenti il raggiungimento delle competenze fondamentali del curricolo, attraverso una diversificazione dei percorsi di insegnamento.)",Quiz,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,4,"In che modo utilizzi l’intelligenza artificiale per personalizzare l’insegnamento?
(Nota: la personalizzazione si riferisce alle strategie didattiche finalizzate a garantire a ogni studente una propria forma di eccellenza cognitiva, offrendo possibilità elettive per coltivare le proprie potenzialità intellettive.)",Ognuno ha un suo modulo,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,5,"Puoi darci uno o più esempi di prompt che utilizzi?


Un prompt è un input di testo che viene fornito a un sistema di intelligenza artificiale o a un modello linguistico per ottenere una risposta o un output generato. In altre parole è porre una domanda o dare un'istruzione a un assistente virtuale o a un chatbot.",Crea una mappa interattiva per spiegare il past simple,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,6,Puoi fornire esempi specifici di come l'IA ha migliorato l'apprendimento dei tuoi studenti?,Gli studenti sono felici,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,7,In che modo l'intelligenza artificiale ti aiuta a migliorare l'apprendimento dei tuoi studenti?,La partecipazione è aumentata,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,8,Quali difficoltà hai incontrato nell'implementazione di strumenti di IA nella tua didattica?,Ci vuole del tempo,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,10,"In base alla tua esperienza, quali sono i pro e i contro dell'uso dell'intelligenza artificiale nell'educazione?",I pro sono molti. L'intelligenza fornisce molti spunti. Il problema è che può essere utilizzata male dagli studenti,
Inseganti-futuri.xlsx,Risposte del modulo 1,Rigo23,11,"Secondo la tua esperienza, quali pratiche che utilizzano l'intelligenza artificiale NON sono raccomandate o NON dovrebbero essere usate nell'insegnamento? E perché?",Non lo so,
